https://www.samcheok.go.kr/media/00084/00095.web?amode=view&mgtNo=33836,mgtNo,삼척시청,입법공고고시,본문 인쇄,만족도 조사
https://www.anseong.go.kr/portal/saeol/gosiView.do?notAncmtMgtNo=66490&mId=0501040000,notAncmtMgtNo,안성시청,공고고시,본문인쇄,페이지 만족도
https://www.songpa.go.kr/www/selectGosiData.do?not_ancmt_mgt_no=29849&searchCnd=all&searchKrwd=&pageIndex=1&key=2776,not_ancmt_mgt_no,송파구청,고시공고,고시공고-고시공고구분,사용편의성 조사
